,song_id,mbtag,song
2057,SOMOUQV12A6701CD7B,90s alternative alternative rock ambient american américain dream pop grunge hard rock indie rock progressive rock rock rock and indie shoegaze united states usa ,Real Love-The Smashing Pumpkins
2058,SOZQHDM12A67020FA7,90s alternative alternative rock ambient american américain dream pop grunge hard rock indie rock progressive rock rock rock and indie shoegaze united states usa ,Rotten Apples-The Smashing Pumpkins
2059,SOOQDTX12A6701F09A,90s alternative alternative rock ambient american américain dream pop grunge hard rock indie rock progressive rock rock rock and indie shoegaze united states usa ,Soot and Stars-The Smashing Pumpkins
2060,SOLDBZO12A8C13D2A5,world ,Dido-Kékélé
2061,SOURFOI12A58A7D7C3,world ,Likambo-Kékélé
2062,SOEYVTH12A8C138E6E,world ,Yo Odeconer-Kékélé
2063,SOJEWQG12AB018BD74,world ,Affaire Mokuwa-Kekele
2064,SOAHYMX12AB0182021,00s 10s 90s british dance dance and electronica electronic english house uk uk garage ,Sfm-Basement Jaxx
2065,SOYXOJV12AB017FC27,00s 10s 90s british dance dance and electronica electronic english house uk uk garage ,Twerk (feat. Yo Majesty)-Basement Jaxx
2066,SOBQAPA12A8C13261C,00s 10s 90s british dance dance and electronica electronic english house uk uk garage ,La Photo-Basement Jaxx
2067,SORIXFW12A58A77E7A,00s 10s 90s british dance dance and electronica electronic english house uk uk garage ,Jump N Shout Featuring Slarta John (Radio Edit)-Basement Jaxx
2068,SOMRZTC12AB01884CC,00s 10s 90s british dance dance and electronica electronic english house uk uk garage ,Feelings Gone (feat. Sam Sparro) (Joachim Garraud Remix)-Basement Jaxx
2069,SOBGPAH12A58A78C55,hip hop rnb and dance hall ,Heaven's In New York-Wyclef Jean
2070,SOPRQEX12A8C133558,hip hop rnb and dance hall ,Something About Mary-Wyclef Jean
2071,SOPSDCQ12A8C135CB6,hip hop rnb and dance hall ,You Say Keep It Gangsta-Wyclef Jean featuring Butch Cassidy and Sharissa
2072,SOOYKEK12A8C13B1DD,hip hop rnb and dance hall ,Rebel Music-Wyclef Jean featuring Prodigy of Mobb Deep
2073,SOPDTXH12A8C1411BD,hip hop rnb and dance hall ,Jean Dominique Intro-Wyclef Jean
2074,SOMZIHP12AC9E12A87,hip hop rnb and dance hall ,Midnight Lovers-Wyclef Jean
2075,SOBMEDP12AB017FBE5,hip hop rnb and dance hall ,Guantanamera-Wyclef Jean
2076,SOEPYCP12AF72A77E0,hip hop rnb and dance hall ,Touch Your Button Carnival Jam-Wyclef Jean featuring will.i.am and Melissa Jiménez;Wyclef Jean featuring Machel Montano_ Daniela Mercury_ Black Alex_ and Djakout Mizik
2077,SORXYBE12A6310E27A,80s synthpop british english rock and indie uk united kingdom ,Screen Kiss-Thomas Dolby
2078,SOITMUQ12AB017DED6,80s synthpop british english rock and indie uk united kingdom ,Windpower (2009 Digital Remaster)-Thomas Dolby
2079,SOPTTOX12A6310E279,80s synthpop british english rock and indie uk united kingdom ,One Of Our Submarines-Thomas Dolby
2080,SOVANGU12AB018AFF5,80s synthpop british english rock and indie uk united kingdom ,Windpower-Thomas Dolby
2081,SOSLVUL12AB017F892,80s synthpop british english rock and indie uk united kingdom ,Marseille (Live On Tour_ 1984)-Thomas Dolby
2082,SOFLVQE12AB017F886,80s synthpop british english rock and indie uk united kingdom ,Dissidents (The Search For Truth Part 1) (2009 Digital Remaster)-Thomas Dolby
2083,SOHJHIQ12A6310E147,80s synthpop british english rock and indie uk united kingdom ,She Blinded Me With Science-Thomas Dolby
2084,SOYDZUT12A8C13677D,garage rock scandinave scandinavia scandinavian scandinavie suède suédois sweden swedish swedish rock ,Annie's Angle-Mando Diao
2085,SOJSGWO12AF72A2C49,garage rock scandinave scandinavia scandinavian scandinavie suède suédois sweden swedish swedish rock ,All My Senses-Mando Diao
2086,SOYXFLF12A6D4FBF4E,garage rock scandinave scandinavia scandinavian scandinavie suède suédois sweden swedish swedish rock ,Misty Mountains-Mando Diao
2087,SOCVJVC12A67FFB40C,garage rock scandinave scandinavia scandinavian scandinavie suède suédois sweden swedish swedish rock ,Popovic-Mando Diao
2088,SOXNJYI12A67AE0EE7,pop and chart ,Bite Back-The All-American Rejects
2089,SOQNJSP12AB017D3B5,pop and chart ,Jack's Lament-The All American Rejects
2090,SODRQHM12A8C1343AD,pop and chart ,The Future Has Arrived-The All American Rejects
2091,SOQVVEE12AB01843C3,american américain glenshaw hardcore punk pittsburgh punk punk rock rock usa ,Tearing Everyone Down-Anti-Flag
2092,SOUJNFK12AB0186B86,american américain glenshaw hardcore punk pittsburgh punk punk rock rock usa ,This Is NOT a Crass Song-Anti-Flag
2093,SOSJEIO12A58A7A674,american américain glenshaw hardcore punk pittsburgh punk punk rock rock usa ,On Independence Day-Anti-Flag
2094,SOPRNQZ12A58A7B8E5,american américain glenshaw hardcore punk pittsburgh punk punk rock rock usa ,Spaz's House Destruction Party-Anti-Flag
2095,SOFTBIU12A8C130B7E,american américain glenshaw hardcore punk pittsburgh punk punk rock rock usa ,Death Of A Nation-Anti-Flag
2096,SOBMWTE12A8C13C2AF,american américain glenshaw hardcore punk pittsburgh punk punk rock rock usa ,The Modern Rome Burning-Anti-Flag
2097,SOTRPCV12A6D4FAB31,american américain glenshaw hardcore punk pittsburgh punk punk rock rock usa ,I Don't Wanna be a War Hero-Anti-Flag
2098,SOVMQSA12A58A789E3,american américain glenshaw hardcore punk pittsburgh punk punk rock rock usa ,The Gre(A)t Depression-Anti-Flag
2099,SOLFNJP12A58A78574,classic pop and rock ,Till The End Of The Day (Alternate Mix)-Big Star
2100,SOWCGPY12AB018F709,classic pop and rock ,Morpha Too [Alternate Mix]-Big Star
2101,SOBUDNE12AB018E772,classic pop and rock ,Thirteen [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]-Big Star
2102,SOJNRPI12AB018E779,classic pop and rock ,Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]-Big Star
2103,SOOAKLZ12A58A7A100,classic pop and rock ,Slut [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]-Big Star
2104,SOKBJDL12A8C145D66,jazz and blues ,The Obsession-The James Taylor Quartet
2105,SOINAZQ12A8C142AF5,jazz and blues ,Cleo's Mood-James Taylor Quartet
2106,SOTGNGT12A8C142826,jazz and blues ,Creation-The James Taylor Quartet
2107,SOQLLXY12A8C1420C1,jazz and blues ,Got To Give It Up-James Taylor Quartet
2108,SOYACRZ12A6D4FA356,classic pop and rock ,Bad Influence-The Robert Cray Band
2109,SOFMFBW12AB0183457,classic pop and rock ,Phone Booth-The Robert Cray Band
2110,SOODHEW12A6D4F8E96,classic pop and rock ,Far Away (Album Version)-The Robert Cray Band
2111,SOHERCW12A8C14292A,classic pop and rock england london punk uk ,Lemons_ For Kevin-Alternative TV
2112,SORWKHR12A8C141015,classic pop and rock england london punk uk ,Nasty Little Lonely-Alternative TV
2113,SOLFOLX12A8C1443AB,classic pop and rock england london punk uk ,Dub In Bed-Alternative TV
2114,SOQZGAT12A8C134122,classic pop and rock england london punk uk ,Its Raining-Alternative TV
2115,SOBMUYO12AB0183BAC,french ,Quand j'improvise sur mon piano-Jacques Higelin
2116,SOEXTIX12A8AE4946D,french ,Coup De Lune (Remasterisé En 2007)-Jacques Higelin
2117,SODSKGE12A8C144435,american los angeles ,Flowers On The Wall-Herb Alpert And The Tijuana Brass
2118,SOMILKP12A8C1443E9,american los angeles ,Lazy Day-Herb Alpert And The Tijuana Brass
2119,SOABVWD12A58A7C3FF,american los angeles ,Adios_ Mi Corazon-Herb Alpert And The Tijuana Brass
2120,SOXHXDU12A8C13BAF0,classical european french ,Les Corps Glorieux (7 Visions De La Vie Des Ressuscités) (1939) : VII Le Mystère De La Sainte-Trinité-Olivier Messiaen
2121,SOSXIUD12AB017FBB6,classical european french ,Les Corps Glorieux: III. L'Ange aux parfums-Timothy Byram-Wigfield
2122,SOKQDQZ12A8C13BB10,classical european french ,Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008)-Olivier Messiaen
2123,SOJUPKT12AAF3B381E,classical european french ,La Nativité Du Seigneur (1935) - 9 Méditations : I La Vierge Et L'enfant-Olivier Messiaen
2124,SOCIKSJ12AB018BEAB,data records deepest blue destined records joel edwards matt schwartz ,Is It A Sin-Deepest Blue
2125,SODNXEC12A8C130EFA,production music ,Everyday-James Taylor
2126,SOTXLGG12AB01870EB,production music ,Brighten Your Night With My Day-James Taylor
2127,SOBKPCA12A8C131AD9,production music ,Steamroller Blues-James Taylor
2128,SOXPVJS12A8C1326A8,production music ,One More Go Round-James Taylor
2129,SOZDQJS12A8C131CCB,production music ,Down In The Hole-James Taylor
2130,SOYEFDU12A6310F400,american bluegrass country folk pop ,When Jesus Comes Calling For Me-Dolly Parton
2131,SOGTRVF12A8C1363B5,american bluegrass country folk pop ,I'm Thinking Tonight Of My Blue Eyes-Dolly Parton
2132,SOEVGMZ12A8C1421B5,american bluegrass country folk pop ,Letter To Heaven-Dolly Parton
2133,SOIOOWC12CF530D524,american bluegrass country folk pop ,It's All Wrong_ But It's All Right-Dolly Parton
2134,SOUXPPN12CF530E5EB,american bluegrass country folk pop ,Light Of A Clear Blue Morning-Dolly Parton
2135,SOQYGKF12A6D4F77EC,american bluegrass country folk pop ,I'm Not Worth the Tears-Dolly Parton
2136,SOXOKBA12CF54651D5,american bluegrass country folk pop ,I'm Running Out Of Love-Dolly Parton
2137,SOQCQNU12A8C138694,hip hop rnb and dance hall ,He Wasn't Man Enough-Toni Braxton
2138,SOEXSIN12A8C133B0A,hip hop rnb and dance hall ,Christmas In Jamaica-Toni Braxton Featuring Shaggy
2139,SOXWZTG12A8C13AF7C,hip hop rnb and dance hall ,Let Me Show You The Way (Out)-Toni Braxton
2140,SOIRKJL12A8C13A2AA,hip hop rnb and dance hall ,Give U My Heart-Toni Braxton Featuring Babyface
2141,SOZGBWV12A8C137BE5,hip hop rnb and dance hall ,Best Friend-Toni Braxton
2142,SORTGHI12A8C13FB9A,hip hop rnb and dance hall ,Tell Me-Toni Braxton
2143,SODQAHH12AB017DB34,easy listening soundtracks and musicals ,Le Chagrin de Coco-Alexandre Desplat
2144,SOJTIKK12A8C13B15E,easy listening soundtracks and musicals ,Palmer enquête-Alexandre Desplat
2145,SOHFZQQ12A58A7FA07,easy listening soundtracks and musicals ,High-Speed French Train-Alexandre Desplat
2146,SOKPXQU12AB0187ED6,easy listening soundtracks and musicals ,Hidden Documents-Alexandre Desplat
2147,SOKQFJK12A6D4FA1FD,easy listening soundtracks and musicals ,The Epi-Pen-Alexandre Desplat
2148,SOKPGFN12A8C143481,easy listening soundtracks and musicals ,White Sand-Alexandre Desplat
2149,SOEEOMN12A6D4FA1F8,easy listening soundtracks and musicals ,Breaking In-Alexandre Desplat
2150,SOFEMZZ12AB01886A8,easy listening soundtracks and musicals ,Meeting Daisy-Alexandre Desplat
2151,SOEAMLK12AB017F3D2,alternative rock canadian classic pop and rock college rock comedy rock power pop rock ,This Is Where It Ends (Album Version)-Barenaked Ladies
2152,SOGDWHE12A6D4F794A,alternative british england english indie post punk punk rock and indie uk ,The Suit-Public Image Ltd
2153,SOTOYAE12A6D4F795E,alternative british england english indie post punk punk rock and indie uk ,The Order Of Death-Public Image Ltd
2154,SOQDTQP12A6D4F793F,alternative british england english indie post punk punk rock and indie uk ,(This Is Not A) Love Song (Live)-Public Image Ltd
2155,SOPDAMI12A58A782EA,alternative british england english indie post punk punk rock and indie uk ,Ease-Public Image Ltd
2156,SOEAXUV12A6D4F8FA2,alternative british england english indie post punk punk rock and indie uk ,This Is Not A Love Song-Public Image Ltd
2157,SOGVTFI12A8C13F248,american classical easy listening soundtracks and musicals opera soundtrack ,Left Alone...-Philip Glass
2158,SOBJTHI12A8C133758,american classical easy listening soundtracks and musicals opera soundtrack ,Concerto For Saxophone (Quartet Version): Movement IV-Philip Glass
2159,SOSIXKT12A8C13FC8C,american classical easy listening soundtracks and musicals opera soundtrack ,The Kiss: Golden Coins-Philip Glass
2160,SOHAZVL12A8C142715,american classical easy listening soundtracks and musicals opera soundtrack ,The Kiss: Chris & The Model Airplane-Philip Glass
2161,SOAKNXU12A8C13E920,00s 70s 80s 90s american américain funk minneapolis sound pop pop and chart punk robin rock usa ,Baby (LP Version)-Prince
2162,SONSHOY12A8C13E81D,00s 70s 80s 90s american américain funk minneapolis sound pop pop and chart punk robin rock usa ,Round and Round ( LP Version )-Prince & Tevin Campbell
2163,SOIRBSI12A58A7A859,00s 70s 80s 90s american américain funk minneapolis sound pop pop and chart punk robin rock usa ,Escape ( LP Version)-Prince
2164,SOORFMU12A8C13C17C,00s 70s 80s 90s american américain funk minneapolis sound pop pop and chart punk robin rock usa ,She Spoke 2 Me ( Extended Remix LP Version)-Prince
2165,SOSRMYO12A6D4F64EA,british hip hop rnb and dance hall hip-hop rap rnb ,Put Him Out-Ms. Dynamite / Bounty Killer
2166,SODYSVW12A679C805B,british hip hop rnb and dance hall hip-hop rap rnb ,All I Ever-Ms. Dynamite
2167,SOBSKJV12A67AE0CC4,british hip hop rnb and dance hall hip-hop rap rnb ,Mr. Prime Minister-Ms. Dynamite
2168,SOYYSKP12A67021A9E,british hip hop rnb and dance hall hip-hop rap rnb ,Natural High (Interlude)-Ms. Dynamite
2169,SOQJDZH12A67AE0CBF,british hip hop rnb and dance hall hip-hop rap rnb ,Unbreakable-Ms. Dynamite
2170,SOAOXTG12A67021AA7,british hip hop rnb and dance hall hip-hop rap rnb ,Seed Will Grow-Ms. Dynamite / Kymani Marley
2171,SOIEKLM12AB01896EC,classic pop and rock ,Heaven Stood Still-Mink DeVille
2172,SOGHNTC12AB0188168,classic pop and rock ,She's So Tough-Mink DeVille
2173,SOTNIIP12A8C1359DA,classical ,"Pli Selon Pli (""fold according to fold"")/IV.  Improvisation sur Mallarmé III-Pierre Boulez"
2174,SONKNTF12A6D4F59C5,classical ,"Messiaen : Et exspecto resurrectionem mortuorum : IV ""Ils ressusciteront_ glorieux_ avec un nom nouveau-Pierre Boulez"
2175,SOOJLSM12AB0180267,rock and indie ,Stop! [Demo]-Jane's Addiction
2176,SOGMLLJ12A8AE46BA4,rock and indie ,Obvious ( LP Version )-Jane's Addiction
2177,SOOSFFJ12A8AE46BA1,rock and indie ,Ain't No Right ( LP Version )-Jane's Addiction
2178,SOBOVLS12A58A794F3,rock and indie ,Standing In The Shower... Thinking ( LP Version )-Jane's Addiction
2179,SOXRBZT12AB0180256,rock and indie ,Ocean Size [Demo]-Jane's Addiction
2180,SOWCTVQ12A8C134C64,rock and indie ,True Nature-Jane's Addiction
2181,SORKXVV12A8C134C70,rock and indie ,Price I Pay-Jane's Addiction
2182,SOVCYMJ12A6D4F7726,chinese hong kong ,Zi You Zi Zai-Stephy Tang
2183,SOXSLOL12AB0188039,chinese hong kong ,Leng Jing-Stephy Tang
2184,SOQJLAI12A8C13BF33,french ,Si Tu Veux Le Savoir-Marc Lavoine
2185,SOITUZS12A8C13A99C,french ,Je N'ai Plus Rien A Te Donner-Marc Lavoine
2186,SOTCFPV12A8C13CE08,french ,C'est La Vie-Marc Lavoine
2187,SOFOHOB12AB0186C23,brazilian ,I Put A Spell On You-Maysa
2188,SOAGEPT12A8C137139,brazilian ,Eu E A Brisa (2000 Digital Remaster)-Maysa
2189,SORHXYU12A8C13716B,brazilian ,Bloco Da Solidao (1996 Digital Remaster)-Maysa
2190,SOKZYGT12A8C139568,brazilian ,This Time I'll Be Sweeter-Maysa
2191,SONZDGL12AB018CD7C,brazilian ,Escuta_ Noel-Maysa
2192,SONMSFX12AB018CD74,brazilian ,Ouça-Maysa
2193,SOAAFUV12AB018831D,classic pop and rock ,Where Do The Children Play? (LP Version)-Big Mountain
2194,SOZGJIY12AB0186634,classicpopandrock ,Voices Of Other Times-Brian Auger's Oblivion Express
2195,SORJLDF12A58A7C7F0,classicpopandrock ,Inner City Blues (Alternate Mix) (Bonus Track)-Brian Auger's Oblivion Express
2196,SOXINEE12AB0189B66,punk usa ,Junkies 1984-Kommunity FK
2197,SOLLOTO12AB01804C6,classic pop and rock warp ,Deep Blue Sea (Daniel Rossen home recording)-Grizzly Bear
2198,SOXDMAC12AB017E7FF,classic pop and rock warp ,Little Brother-Grizzly Bear
2199,SONNELS12AB018048F,classic pop and rock warp ,Plans (Cover Version - Original by Grizzly Bear)-Band Of Horses
2200,SOCEHMD12A67AD94C4,dangerous hip hop rnb and dance hall ,Belly Dancer (Bananza) Remix ft. Kardinal Offishall-Akon / Kardinal Offishall
2201,SOWONPQ12A8BED02A8,dangerous hip hop rnb and dance hall ,Don't Matter-Akon
2202,SORCTMT12A58291950,dangerous hip hop rnb and dance hall ,Lonely-Akon
2203,SOIMYXI12AB018106C,dangerous hip hop rnb and dance hall ,Over The Edge-Akon
2204,SOVAJWX12AB0181448,dangerous hip hop rnb and dance hall ,Gun Shot-Akon
2205,SOJCZUF12AB018A68B,mpb ,Me Recuso-Gal Costa
2206,SOSYHBX12A8C1417B8,mpb ,Camisa Amarela-Gal Costa
2207,SOWSLOF12AB017FE36,mpb ,Canta Brasil-Gal Costa
2208,SOQHXOA12A8C136BF9,mpb ,Wave-Gal Costa
2209,SOWSLMW12AB017DA7D,mpb ,Noites Cariocas (Minhas Noites Sem Sono)-Gal Costa
2210,SOAVRJE12A58A798CE,mpb ,Meu Bem Meu Mal (Mi Bien Mi Mal)-Gal Costa
2211,SOBTSWX12AC46891BB,mpb ,Filosofia Pura-Gal Costa / Maria Bethânia
2212,SOANXLR12A6D4F82BF,american classic pop and rock new wave new york pop punk punk rock rock usa ,Rapture (Us Disco Version) (1999 Digital Remaster)-Blondie
2213,SOPIHMB12AC468E0DD,1 7 186240 183 23558 41608 89158 111733 150833 169883 70s 80s art rock british classic rock english hard rock heavy metal metal progressive rock rock stoner rock uk ,Ghost of the Ocean (Live)-Uriah Heep
2214,SONXFRI12AB018726F,1 7 186240 183 23558 41608 89158 111733 150833 169883 70s 80s art rock british classic rock english hard rock heavy metal metal progressive rock rock stoner rock uk ,What Should Be Done-Uriah Heep
2215,SOQSAXZ12AB0186CE8,1 7 186240 183 23558 41608 89158 111733 150833 169883 70s 80s art rock british classic rock english hard rock heavy metal metal progressive rock rock stoner rock uk ,Falling In Love-Uriah Heep
2216,SOIGNJY12A8C13AE1A,1 7 186240 183 23558 41608 89158 111733 150833 169883 70s 80s art rock british classic rock english hard rock heavy metal metal progressive rock rock stoner rock uk ,Wake The Sleeper-Uriah Heep
2217,SOCYVUM12AB01822C0,1 7 186240 183 23558 41608 89158 111733 150833 169883 70s 80s art rock british classic rock english hard rock heavy metal metal progressive rock rock stoner rock uk ,Son Of A Bitch-Uriah Heep
2218,SOZPRDS12A8C134E2E,norwegian ,Arabian Night-The Monroes
2219,SODXQLP12AB01867F0,norwegian ,Eric-The Monroes
2220,SOCGTRV12AAA15DE67,folk ,Why_ Now Baby?-Red Stick Ramblers
2221,SONGGNI12AB0184B1E,hip hop rnb and dance hall ,Get F#%ked Up-Chapta_ Stage McCloud_ SupaStarr & Tony Manshino
2222,SODYQME12A6D4F6FB4,rock and indie ,I'm So Happy Now (Single Version)-The Rascals
2223,SOAIGUM12A6D4F6FCB,rock and indie ,Nubia (LP Version)-The Rascals
2224,SOCIJOM12A58A7CBF8,rock and indie ,I'm Blue (LP Version)-The Rascals
2225,SOHYVKJ12A6D4F6FAC,rock and indie ,No Love To Give (LP Version)-The Rascals
